Threshold,TrainAUC,TestAUC,Test CM,Train CM,NoRain_NoCloud,NoRain_Cloud,Rain_NoCloud,Rain_Cloud,S0train,S1train,S0test,S1test
0,0.0,0.0,"[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",0,34577,0,79,23163,56,11414,23
2,0.0,0.0,"[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",2,34575,0,79,23158,60,11417,19
4,0.0,0.0,"[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",2,34575,0,79,23165,53,11410,26
6,0.0,0.0,"[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",2,34575,0,79,23162,56,11413,23
8,0.0,0.0,"[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",2,34575,0,79,23163,55,11412,24
10,0.0,0.0,"[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",2,34575,0,79,23167,51,11408,28
12,0.0,0.0,"[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",2,34575,0,79,23161,57,11414,22
14,0.0,0.0,"[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",2,34575,0,79,23165,53,11410,26
16,0.0,0.0,"[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",2,34575,0,79,23167,51,11408,28
18,0.0,0.0,"[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",63,34514,0,79,23123,54,11391,25
20,0.0,0.0,"[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",738,33839,0,79,22679,46,11160,33
22,0.0,0.0,"[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",2415,32162,0,79,21556,45,10606,34
24,0.0,0.0,"[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",5251,29326,0,79,19645,56,9681,23
26,0.0,0.0,"[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",11067,23510,0,79,15741,63,7769,16
28,0.0,0.0,"[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",18620,15957,3,76,10692,50,5265,26
30,0.0,0.0,"[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",24644,9933,6,73,6653,51,3280,22
32,0.0,0.0,"[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",29204,5373,7,72,3609,39,1764,33
34,0.0,0.0,"[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",31048,3529,17,62,2362,43,1167,19
36,0.0,0.0,"[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",31648,2929,19,60,1957,45,972,15
38,0.0,0.0,"[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",32110,2467,23,56,1646,44,821,12
40,0.0,0.0,"[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",32471,2106,30,49,1411,32,695,17
42,0.0,0.0,"[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",32777,1800,39,40,1203,29,597,11
44,0.0,0.0,"[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",33038,1539,43,36,1033,22,506,14
46,0.0,0.0,"[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",33226,1351,47,32,902,24,449,8
48,0.0,0.0,"[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",33428,1149,50,29,772,17,377,12
50,0.0,0.0,"[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",33608,969,52,27,647,20,322,7
52,0.0,0.0,"[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",33779,798,53,26,533,19,265,7
54,0.0,0.0,"[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",33904,673,62,17,450,12,223,5
56,0.0,0.0,"[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",33997,580,65,14,386,11,194,3
58,0.0,0.0,"[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",34092,485,65,14,324,10,161,4
60,0.0,0.0,"[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",34176,401,68,11,268,8,133,3
62,0.0,0.0,"[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",34240,337,69,10,228,4,109,6
64,0.0,0.0,"[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",34296,281,70,9,188,6,93,3
66,0.0,0.0,"[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",34343,234,74,5,157,3,77,2
68,0.0,0.0,"[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",34395,182,74,5,120,5,62,0
70,0.0,0.0,"[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",34433,144,75,4,95,4,49,0
72,0.0,0.0,"[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",34461,116,76,3,77,2,39,1
74,0.0,0.0,"[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",34481,96,76,3,65,1,31,2
76,0.0,0.0,"[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",34494,83,76,3,56,1,27,2
78,0.0,0.0,"[[0, 0], [0, 0]]","[[0, 0], [0, 0]]",34504,73,76,3,48,2,25,1
